,RPS6P25,UBE2S,FAM84B,HIST2H3C,KLHL14,TFIP11,HIST2H2BE,TTC33,RP11-620J15.3,RNA5SP442,RAP1B,RP11-343B5.1,C1orf123,POLE2,RNF123,SNIP1,TM6SF1,P2RY12,RPA1,RP11-40C6.2,NCDN,CARD8-AS1,ANXA2R,CTD-3035D6.1,CYB5D2,RAB27B,ALKBH2,KLHL20,RPL34P31,RP4-612B15.2,TMEM183A,RPL10P3,RNA5SP338
0,6.93236095417016,20.7970828625105,13.864721908340304,0.0,34.6618047708508,69.3236095417016,90.1206924042121,6.93236095417016,48.5265266791911,13.864721908340304,471.400544883571,13.864721908340304,27.729443816680607,0.0,103.985414312552,41.594165725021,6.93236095417016,6.93236095417016,41.594165725021,6.93236095417016,13.864721908340304,34.6618047708508,20.7970828625105,34.6618047708508,0.0,69.3236095417016,27.729443816680607,20.7970828625105,6.93236095417016,0.0,41.594165725021,62.3912485875315,6.93236095417016
1,3.2114094956561696,28.099833086991506,5.6199666173982905,1.60570474782808,0.802852373914042,60.2139280435531,202.318798226339,35.3255044522178,11.2399332347966,2.4085571217421298,585.279380583337,5.6199666173982905,11.2399332347966,4.01426186957021,48.1711424348425,39.339766321788,8.02852373914042,51.382551930498714,52.9882566783268,8.831376113054462,12.8456379826247,8.831376113054462,4.01426186957021,16.8598998521949,2.4085571217421298,254.504202530751,7.22567136522638,6.4228189913123295,2.4085571217421298,0.0,63.4253375392093,12.8456379826247,17.6627522261089
2,8.34118795198812,16.6823759039762,10.4264849399852,2.08529698799703,12.511781927982199,89.6677704838723,81.3265825318842,18.7676728919733,14.5970789159792,12.511781927982199,314.879845187552,10.4264849399852,31.2794548199555,0.0,37.5353457839466,33.3647518079525,0.0,10.4264849399852,85.4971765078783,8.34118795198812,12.511781927982199,18.7676728919733,12.511781927982199,16.6823759039762,0.0,72.9853945798961,6.2558909639910905,8.34118795198812,4.17059397599406,6.2558909639910905,54.21772168792279,35.4500487959495,12.511781927982199
3,10.2433827747275,20.4867655494551,7.31670198194823,1.46334039638965,23.4134463422343,55.606935062806606,190.23425153065398,27.803467531403303,14.633403963896502,11.706723171117199,578.01945657391,11.706723171117199,21.950105945844694,24.876786738624002,71.7036794230927,46.826892684468696,4.39002118916894,26.3401271350136,84.8737429905995,4.39002118916894,7.31670198194823,17.560084756675803,10.2433827747275,16.0967443602861,1.46334039638965,117.06723171117201,2.92668079277929,14.633403963896502,2.92668079277929,5.85336158555859,46.826892684468696,2.92668079277929,32.1934887205722
4,7.0605679050118315,16.4746584450276,2.35352263500394,2.35352263500394,16.4746584450276,65.8986337801104,228.291695595382,44.716930065074905,21.1817037150355,16.4746584450276,268.301580390449,9.414090540015767,28.2422716200473,2.35352263500394,61.1915885101025,28.2422716200473,0.0,0.0,63.545111145106404,11.767613175019696,14.121135810023699,14.121135810023699,2.35352263500394,28.2422716200473,0.0,44.716930065074905,9.414090540015767,7.0605679050118315,2.35352263500394,7.0605679050118315,37.6563621600631,16.4746584450276,32.9493168900552
5,8.74664347556625,8.74664347556625,18.742807447642,1.24952049650946,31.2380124127366,37.4856148952839,171.18430802179702,18.742807447642,13.7447254616041,12.495204965094599,382.35327193189596,7.497122979056789,9.99616397207572,3.7485614895283903,58.7274633359448,39.984655888302896,1.24952049650946,18.742807447642,64.9750658184922,2.49904099301893,7.497122979056789,17.4932869511325,14.994245958113599,7.497122979056789,1.24952049650946,78.71979128009629,16.243766454623,23.7408894336798,0.0,6.24760248254732,47.481778867359715,13.7447254616041,28.738971419717693
6,16.504101269165403,16.504101269165403,16.504101269165403,0.0,16.504101269165403,82.5205063458269,33.008202538330806,16.504101269165403,16.504101269165403,0.0,528.131240613292,0.0,16.504101269165403,0.0,66.0164050766615,16.504101269165403,0.0,0.0,49.5123038074962,0.0,16.504101269165403,16.504101269165403,16.504101269165403,33.008202538330806,0.0,165.041012691654,16.504101269165403,16.504101269165403,0.0,0.0,33.008202538330806,16.504101269165403,0.0
7,0.0,7.19336484027133,3.5966824201356697,0.0,0.0,39.56350662149229,118.69051986447701,35.9668242013567,0.0,0.0,604.242646582792,0.0,0.0,21.580094520814,14.3867296805427,7.19336484027133,25.176776940949697,61.1436011423063,122.287202284613,0.0,0.0,0.0,0.0,3.5966824201356697,7.19336484027133,233.78435730881802,0.0,3.5966824201356697,0.0,0.0,32.370141781221,3.5966824201356697,3.5966824201356697
8,0.0,0.0,0.0,0.0,0.0,26.5816055289739,381.808515779808,48.330191870861704,0.0,2.41650959354309,901.3580783915712,0.0,16.9155671548016,21.748586341887805,19.3320767483447,7.24952878062926,16.9155671548016,79.7448165869218,84.577835774008,2.41650959354309,9.66603837417235,4.83301918708617,2.41650959354309,2.41650959354309,7.24952878062926,471.2193707409021,2.41650959354309,0.0,0.0,0.0,7.24952878062926,2.41650959354309,0.0
9,0.0,0.0,0.0,0.0,0.0,17.2811770950341,427.091948205843,101.2183229852,2.46873958500488,0.0,1014.6519694369999,4.93747917000975,0.0,39.499833360078,22.218656265043894,17.2811770950341,12.343697925024399,98.74958340019501,150.593114685297,0.0,12.343697925024399,9.8749583400195,0.0,7.406218755014629,7.406218755014629,543.122708701073,0.0,2.46873958500488,0.0,0.0,14.812437510029302,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,22.6765082712564,306.132861661961,90.7060330850256,0.0,0.0,941.07509325714,0.0,0.0,22.6765082712564,34.0147624068846,34.0147624068846,11.3382541356282,68.0295248137692,170.073812034423,0.0,0.0,0.0,0.0,0.0,11.3382541356282,351.48587820447403,0.0,0.0,0.0,0.0,22.6765082712564,0.0,0.0
11,0.0,12.1879132464335,2.4375826492867003,0.0,2.4375826492867003,28.032200466797104,427.795754949816,84.09660140039121,2.4375826492867003,0.0,1211.47857669549,0.0,1.2187913246433502,23.1570351682237,30.4697831160838,7.3127479478601085,28.032200466797104,126.75429776290899,219.38243843580295,0.0,3.65637397393005,3.65637397393005,7.3127479478601085,4.8751652985734015,13.4067045710769,931.15657202752,1.2187913246433502,1.2187913246433502,0.0,0.0,31.688574440727105,1.2187913246433502,7.3127479478601085
12,0.0,0.0,0.0,0.0,0.0,0.0,437.18235969178596,109.295589922947,0.0,0.0,1038.30810426799,0.0,0.0,0.0,0.0,0.0,0.0,109.295589922947,109.295589922947,0.0,0.0,0.0,0.0,0.0,0.0,491.83015465325997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,388.450084164185,58.8560733582098,0.0,0.0,600.33194825374,0.0,0.0,35.3136440149259,0.0,0.0,23.542429343283896,11.771214671642001,129.483361388062,0.0,0.0,0.0,0.0,11.771214671642001,0.0,282.509152119407,0.0,0.0,0.0,0.0,11.771214671642001,0.0,0.0
14,2.68942548156685,7.73209825950468,1.00853455558757,0.0,2.35324729637099,25.8857202600809,384.251665678863,94.46607004003548,4.70649459274198,4.37031640754612,1131.23959318405,2.01706911117513,14.4556619634218,31.600749408410397,22.8601165933182,18.8259783709679,22.8601165933182,131.781848596775,121.6965030409,2.35324729637099,4.03413822235027,11.766236481855,4.37031640754612,11.4300582966591,10.4215237410715,756.737094875871,5.71502914832955,12.1024146670508,0.0,0.336178185195856,25.8857202600809,1.68089092597928,2.68942548156685
